Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
01 17 2018,8:00 pm,NYK,99,MEM,105,Box Score,,12885,
01 17 2018,8:00 pm,MIA,106,MIL,101,Box Score,,16695,
01 17 2018,8:00 pm,LAL,90,OKC,114,Box Score,,18203,
01 17 2018,10:00 pm,UTA,120,SAC,105,Box Score,,17583,
01 17 2018,7:30 pm,DET,91,TOR,96,Box Score,,19800,
01 18 2018,7:00 pm,PHI,89,BOS,80,Box Score,,18624,
01 18 2018,7:00 pm,ORL,103,CLE,104,Box Score,,20562,
01 18 2018,9:30 pm,MIN,98,HOU,116,Box Score,,18055,
01 18 2018,10:00 pm,IND,86,POR,100,Box Score,,19071,
01 19 2018,7:30 pm,MIA,95,BKN,101,Box Score,,17732,
01 19 2018,9:00 pm,PHX,108,DEN,100,Box Score,,15732,
01 19 2018,8:00 pm,WAS,122,DET,112,Box Score,,14744,
01 19 2018,10:30 pm,IND,86,LAL,99,Box Score,,18997,
01 19 2018,8:00 pm,SAC,88,MEM,106,Box Score,,16831,
01 19 2018,7:00 pm,SAS,83,TOR,86,Box Score,,19800,
01 19 2018,10:30 pm,NYK,117,UTA,115,Box Score,,18306,
01 20 2018,5:00 pm,CHI,113,ATL,97,Box Score,,15597,
01 20 2018,7:00 pm,MIA,106,CHA,105,Box Score,,18687,
01 20 2018,3:30 pm,OKC,148,CLE,124,Box Score,,20562,
01 20 2018,8:30 pm,GSW,108,HOU,116,Box Score,,18055,
01 20 2018,9:00 pm,TOR,109,MIN,115,Box Score,,17828,
01 20 2018,7:00 pm,MEM,104,NOP,111,Box Score,,18212,
01 20 2018,7:30 pm,MIL,94,PHI,116,Box Score,,20826,
01 20 2018,10:00 pm,DAL,108,POR,117,Box Score,,19464,
01 20 2018,9:00 pm,LAC,113,UTA,125,Box Score,,18306,
01 21 2018,1:00 pm,ORL,103,BOS,95,Box Score,,18624,
01 21 2018,4:00 pm,BKN,101,DET,100,Box Score,,17554,
01 21 2018,3:30 pm,NYK,107,LAL,127,Box Score,,18997,
01 21 2018,7:00 pm,IND,94,SAS,86,Box Score,,18418,
01 22 2018,7:30 pm,UTA,90,ATL,104,Box Score,,11096,
01 22 2018,7:00 pm,SAC,107,CHA,112,Box Score,,11806,
01 22 2018,8:30 pm,WAS,75,DAL,98,Box Score,,19328,
01 22 2018,9:00 pm,POR,101,DEN,104,Box Score,,14474,
01 22 2018,8:00 pm,MIA,90,HOU,99,Box Score,,18055,
01 22 2018,10:30 pm,MIN,126,LAC,118,Box Score,,16347,
01 22 2018,8:00 pm,PHI,101,MEM,105,Box Score,,14288,
01 22 2018,8:00 pm,PHX,105,MIL,109,Box Score,,14766,
01 22 2018,8:00 pm,CHI,128,NOP,132,Box Score,2OT,17101,
01 23 2018,10:30 pm,NYK,112,GSW,123,Box Score,,19596,
01 23 2018,10:30 pm,BOS,107,LAL,108,Box Score,,18997,
01 23 2018,8:00 pm,BKN,108,OKC,109,Box Score,,18203,
01 23 2018,7:00 pm,SAC,105,ORL,99,Box Score,,18846,
01 23 2018,8:00 pm,CLE,102,SAS,114,Box Score,,18418,
01 24 2018,7:30 pm,TOR,108,ATL,93,Box Score,,12780,
01 24 2018,7:00 pm,NOP,101,CHA,96,Box Score,,14588,
01 24 2018,8:00 pm,HOU,104,DAL,97,Box Score,,19378,
01 24 2018,7:00 pm,UTA,98,DET,95,Box Score,OT,15682,
01 24 2018,7:00 pm,PHX,101,IND,116,Box Score,,14060,
01 24 2018,10:30 pm,BOS,113,LAC,102,Box Score,,19430,
01 24 2018,8:00 pm,SAS,108,MEM,85,Box Score,,15812,
01 24 2018,7:00 pm,CHI,101,PHI,115,Box Score,,20547,
01 24 2018,10:00 pm,MIN,114,POR,123,Box Score,,18920,
01 25 2018,9:00 pm,NYK,118,DEN,130,Box Score,,15482,
01 25 2018,10:30 pm,MIN,113,GSW,126,Box Score,,19596,
01 25 2018,7:30 pm,SAC,89,MIA,88,Box Score,,19600,
01 25 2018,8:00 pm,WAS,112,OKC,121,Box Score,,18203,
01 26 2018,8:00 pm,LAL,108,CHI,103,Box Score,,21827,
01 26 2018,7:00 pm,ATL,110,CHA,121,Box Score,,15479,
01 26 2018,7:30 pm,IND,108,CLE,115,Box Score,,20562,
01 26 2018,8:30 pm,POR,107,DAL,93,Box Score,,19876,
01 26 2018,8:00 pm,LAC,109,MEM,100,Box Score,,16369,
01 26 2018,8:00 pm,BKN,91,MIL,116,Box Score,,18717,
01 26 2018,8:00 pm,HOU,113,NOP,115,Box Score,,17186,
01 26 2018,9:00 pm,NYK,107,PHX,85,Box Score,,17068,
01 26 2018,8:30 pm,PHI,97,SAS,78,Box Score,,18418,
01 26 2018,7:30 pm,UTA,97,TOR,93,Box Score,,19800,
01 27 2018,7:30 pm,WAS,129,ATL,104,Box Score,,15843,
01 27 2018,9:00 pm,DAL,89,DEN,91,Box Score,,19520,
01 27 2018,5:00 pm,OKC,121,DET,108,Box Score,,20491,
01 27 2018,8:30 pm,BOS,105,GSW,109,Box Score,,19596,
01 27 2018,7:00 pm,ORL,112,IND,114,Box Score,,17923,
01 27 2018,7:30 pm,CHA,91,MIA,95,Box Score,,19600,
01 27 2018,9:00 pm,BKN,97,MIN,111,Box Score,,16231,
01 28 2018,3:30 pm,MIL,110,CHI,96,Box Score,,21630,
01 28 2018,6:00 pm,DET,104,CLE,121,Box Score,,20562,
01 28 2018,3:30 pm,PHX,102,HOU,113,Box Score,,18055,
01 28 2018,4:00 pm,LAC,112,NOP,103,Box Score,,16378,
01 28 2018,6:00 pm,PHI,112,OKC,122,Box Score,,18202,
01 28 2018,7:00 pm,SAC,98,SAS,113,Box Score,,18418,
01 28 2018,6:00 pm,LAL,111,TOR,123,Box Score,,19800,
01 29 2018,7:30 pm,MIN,100,ATL,105,Box Score,,12589,
01 29 2018,8:30 pm,MIA,95,DAL,88,Box Score,,19555,
01 29 2018,9:00 pm,BOS,111,DEN,110,Box Score,,19520,
01 29 2018,7:00 pm,CHA,96,IND,105,Box Score,,14225,
01 29 2018,8:00 pm,PHX,109,MEM,120,Box Score,,13202,
01 29 2018,8:00 pm,PHI,95,MIL,107,Box Score,,14126,
01 30 2018,8:00 pm,CLE,114,DET,125,Box Score,,18508,
01 30 2018,8:00 pm,ORL,107,HOU,114,Box Score,,18055,
01 30 2018,10:30 pm,POR,104,LAC,96,Box Score,,16705,
01 30 2018,8:00 pm,SAC,114,NOP,103,Box Score,,14292,
01 30 2018,7:30 pm,BKN,95,NYK,111,Box Score,,19505,
01 30 2018,8:30 pm,DEN,104,SAS,106,Box Score,,18418,
01 30 2018,7:30 pm,MIN,104,TOR,109,Box Score,,19800,
01 30 2018,9:00 pm,GSW,99,UTA,129,Box Score,,18306,
01 30 2018,7:00 pm,OKC,96,WAS,102,Box Score,,20356,
01 31 2018,7:30 pm,CHA,123,ATL,110,Box Score,,13103,
01 31 2018,8:00 pm,NYK,73,BOS,103,Box Score,,18624,
01 31 2018,7:30 pm,PHI,108,BKN,116,Box Score,,15577,
01 31 2018,7:30 pm,MIA,89,CLE,91,Box Score,,20562,
01 31 2018,7:00 pm,MEM,101,IND,105,Box Score,,15093,
01 31 2018,7:00 pm,LAL,105,ORL,127,Box Score,,18553,
01 31 2018,10:30 pm,DAL,88,PHX,102,Box Score,,15923,
01 31 2018,10:00 pm,CHI,108,POR,124,Box Score,,19422,
02 1 2018,10:30 pm,OKC,124,DEN,127,Box Score,,18407,
02 1 2018,7:00 pm,MEM,102,DET,104,Box Score,,17481,
02 1 2018,8:00 pm,MIL,89,MIN,108,Box Score,,17199,
02 1 2018,8:00 pm,HOU,102,SAS,91,Box Score,,18418,
02 1 2018,7:00 pm,TOR,119,WAS,122,Box Score,,15599,
02 2 2018,7:30 pm,ATL,110,BOS,119,Box Score,,18624,
02 2 2018,7:30 pm,LAL,102,BKN,99,Box Score,,17732,
02 2 2018,7:00 pm,IND,126,CHA,133,Box Score,,17135,
02 2 2018,8:00 pm,NYK,90,MIL,92,Box Score,,18717,
02 2 2018,9:00 pm,NOP,114,OKC,100,Box Score,,18203,
02 2 2018,8:00 pm,MIA,97,PHI,103,Box Score,,20636,
02 2 2018,9:00 pm,UTA,129,PHX,97,Box Score,,16560,
02 2 2018,10:30 pm,GSW,119,SAC,104,Box Score,,17583,
02 2 2018,7:30 pm,POR,105,TOR,130,Box Score,,19800,
02 3 2018,8:30 pm,HOU,120,CLE,88,Box Score,,20562,
02 3 2018,9:00 pm,GSW,108,DEN,115,Box Score,,20103,
02 3 2018,7:00 pm,MIA,107,DET,111,Box Score,,18747,
02 3 2018,7:00 pm,PHI,92,IND,100,Box Score,,17923,
02 3 2018,3:30 pm,CHI,103,LAC,113,Box Score,,19068,
02 3 2018,9:00 pm,NOP,107,MIN,118,Box Score,,17954,
02 3 2018,7:00 pm,WAS,115,ORL,98,Box Score,,18846,
02 3 2018,10:00 pm,DAL,106,SAC,99,Box Score,,17583,
02 3 2018,9:00 pm,UTA,120,SAS,111,Box Score,,18418,
02 4 2018,12:00 pm,POR,96,BOS,97,Box Score,,18624,
02 4 2018,12:00 pm,MIL,109,BKN,94,Box Score,,14392,
02 4 2018,12:00 pm,ATL,99,NYK,96,Box Score,,19441,
02 4 2018,2:00 pm,LAL,108,OKC,104,Box Score,,18203,
02 4 2018,3:00 pm,CHA,115,PHX,110,Box Score,,14487,
02 4 2018,12:00 pm,MEM,86,TOR,101,Box Score,,19800,
02 5 2018,9:00 pm,CHA,104,DEN,121,Box Score,,14410,
02 5 2018,7:00 pm,POR,91,DET,111,Box Score,,13810,
02 5 2018,7:00 pm,WAS,111,IND,102,Box Score,,13169,
02 5 2018,10:30 pm,DAL,101,LAC,104,Box Score,,15127,
02 5 2018,7:30 pm,ORL,111,MIA,109,Box Score,,19600,
02 5 2018,8:00 pm,UTA,133,NOP,109,Box Score,,14293,
02 5 2018,10:00 pm,CHI,98,SAC,104,Box Score,,17583,
02 6 2018,7:30 pm,MEM,82,ATL,108,Box Score,,11866,
02 6 2018,7:30 pm,HOU,123,BKN,113,Box Score,,15064,
02 6 2018,10:30 pm,OKC,125,GSW,105,Box Score,,19596,
02 6 2018,10:30 pm,PHX,93,LAL,112,Box Score,,18997,
02 6 2018,7:30 pm,MIL,103,NYK,89,Box Score,,19812,
02 6 2018,7:00 pm,CLE,98,ORL,116,Box Score,,18846,
02 6 2018,8:00 pm,WAS,102,PHI,115,Box Score,,20530,
02 6 2018,7:30 pm,BOS,91,TOR,111,Box Score,,20017,
02 7 2018,8:00 pm,MIN,138,CLE,140,Box Score,OT,20562,
02 7 2018,7:00 pm,BKN,106,DET,115,Box Score,,15114,
02 7 2018,8:00 pm,UTA,92,MEM,88,Box Score,,13187,
02 7 2018,7:30 pm,HOU,109,MIA,101,Box Score,,19600,
02 7 2018,10:30 pm,SAS,129,PHX,81,Box Score,,15993,
02 8 2018,10:30 pm,DAL,103,GSW,121,Box Score,,19596,
02 8 2018,10:30 pm,OKC,81,LAL,106,Box Score,,18997,
02 8 2018,7:00 pm,ATL,98,ORL,100,Box Score,,16215,
02 8 2018,10:00 pm,CHA,103,POR,109,Box Score,OT,19178,
02 8 2018,7:30 pm,NYK,88,TOR,113,Box Score,,19800,
02 8 2018,8:00 pm,BOS,110,WAS,104,Box Score,OT,20356,
02 9 2018,7:30 pm,CLE,123,ATL,107,Box Score,,16438,
02 9 2018,7:30 pm,IND,97,BOS,91,Box Score,,18624,
02 9 2018,9:30 pm,MIN,113,CHI,114,Box Score,,21558,
02 9 2018,7:00 pm,LAC,108,DET,95,Box Score,,16697,
02 9 2018,8:00 pm,DEN,104,HOU,130,Box Score,,18055,
02 9 2018,8:00 pm,MIL,85,MIA,91,Box Score,,20018,
02 9 2018,7:00 pm,NOP,82,PHI,100,Box Score,,20489,
02 9 2018,10:30 pm,POR,118,SAC,100,Box Score,,17583,
02 9 2018,9:00 pm,CHA,94,UTA,106,Box Score,,18306,
02 10 2018,6:00 pm,NOP,138,BKN,128,Box Score,2OT,16572,
02 10 2018,8:00 pm,WAS,101,CHI,90,Box Score,,21112,
02 10 2018,8:30 pm,LAL,123,DAL,130,Box Score,,20162,
02 10 2018,8:30 pm,SAS,105,GSW,122,Box Score,,19596,
02 10 2018,7:00 pm,MIL,111,ORL,104,Box Score,,18347,
02 10 2018,7:00 pm,LAC,98,PHI,112,Box Score,,20504,
02 10 2018,9:00 pm,DEN,123,PHX,113,Box Score,,16325,
02 11 2018,3:30 pm,DET,115,ATL,118,Box Score,,15214,
02 11 2018,3:30 pm,CLE,121,BOS,99,Box Score,,18624,
02 11 2018,1:00 pm,TOR,123,CHA,103,Box Score,,18320,
02 11 2018,7:00 pm,DAL,97,HOU,104,Box Score,,18055,
02 11 2018,5:00 pm,NYK,113,IND,121,Box Score,,17923,
02 11 2018,7:00 pm,SAC,106,MIN,111,Box Score,,18068,
02 11 2018,7:00 pm,MEM,92,OKC,110,Box Score,,18203,
02 11 2018,9:00 pm,UTA,115,POR,96,Box Score,,19730,
02 12 2018,7:30 pm,LAC,114,BKN,101,Box Score,,13735,
02 12 2018,8:00 pm,ORL,101,CHI,105,Box Score,,18611,
02 12 2018,7:00 pm,NOP,118,DET,103,Box Score,,14453,
02 12 2018,10:30 pm,PHX,83,GSW,129,Box Score,,19596,
02 12 2018,7:00 pm,NYK,92,PHI,108,Box Score,,20589,
02 12 2018,9:00 pm,SAS,99,UTA,101,Box Score,,18306,
02 13 2018,8:30 pm,SAC,114,DAL,109,Box Score,,19801,
02 13 2018,10:30 pm,SAS,109,DEN,117,Box Score,,17623,
02 13 2018,8:00 pm,ATL,92,MIL,97,Box Score,,14720,
02 13 2018,8:00 pm,HOU,126,MIN,108,Box Score,,18978,
02 13 2018,8:00 pm,CLE,120,OKC,112,Box Score,,18203,
02 13 2018,7:00 pm,MIA,112,TOR,115,Box Score,,19800,
02 14 2018,8:00 pm,LAC,129,BOS,119,Box Score,,18624,
02 14 2018,7:30 pm,IND,108,BKN,103,Box Score,,13159,
02 14 2018,8:00 pm,TOR,122,CHI,98,Box Score,,21006,
02 14 2018,7:00 pm,ATL,98,DET,104,Box Score,,15849,
02 14 2018,8:00 pm,SAC,91,HOU,100,Box Score,,18055,
02 14 2018,8:00 pm,OKC,121,MEM,114,Box Score,,16012,
02 14 2018,8:00 pm,LAL,117,NOP,139,Box Score,,15436,
02 14 2018,7:30 pm,WAS,118,NYK,113,Box Score,,19812,
02 14 2018,7:00 pm,CHA,104,ORL,102,Box Score,,18428,
02 14 2018,7:00 pm,MIA,102,PHI,104,Box Score,,20492,
02 14 2018,10:30 pm,GSW,117,POR,123,Box Score,,19520,
02 14 2018,9:00 pm,PHX,97,UTA,107,Box Score,,18306,
02 15 2018,8:00 pm,DEN,134,MIL,123,Box Score,,15486,
02 15 2018,9:00 pm,LAL,111,MIN,119,Box Score,,17534,
02 22 2018,8:00 pm,PHI,116,CHI,115,Box Score,,21312,
02 22 2018,7:00 pm,BKN,96,CHA,111,Box Score,,14112,
02 22 2018,8:00 pm,WAS,110,CLE,103,Box Score,,20562,
02 22 2018,10:30 pm,LAC,127,GSW,134,Box Score,,19596,
02 22 2018,7:00 pm,NYK,120,ORL,113,Box Score,,18846,
02 22 2018,10:00 pm,OKC,110,SAC,107,Box Score,,17583,
02 23 2018,9:00 pm,SAS,119,DEN,122,Box Score,,20027,
02 23 2018,7:00 pm,BOS,110,DET,98,Box Score,,20491,
02 23 2018,8:00 pm,MIN,102,HOU,120,Box Score,,18055,
02 23 2018,7:00 pm,ATL,93,IND,116,Box Score,,17923,
02 23 2018,10:30 pm,DAL,102,LAL,124,Box Score,,18997,
02 23 2018,8:00 pm,CLE,112,MEM,89,Box Score,,18119,
02 23 2018,8:00 pm,MIA,123,NOP,124,Box Score,OT,17751,
02 23 2018,9:00 pm,LAC,128,PHX,117,Box Score,,17126,
02 23 2018,7:30 pm,MIL,122,TOR,119,Box Score,OT,20047,
02 23 2018,9:00 pm,POR,100,UTA,81,Box Score,,18306,
02 23 2018,7:00 pm,CHA,122,WAS,105,Box Score,,17824,
02 24 2018,8:30 pm,OKC,80,GSW,112,Box Score,,19596,
02 24 2018,7:30 pm,MEM,89,MIA,115,Box Score,,19600,
02 24 2018,9:00 pm,CHI,104,MIN,122,Box Score,,18978,
02 24 2018,7:30 pm,BOS,121,NYK,112,Box Score,,19812,
02 24 2018,5:00 pm,ORL,105,PHI,116,Box Score,,20594,
02 24 2018,9:00 pm,POR,106,PHX,104,Box Score,,17112,
02 24 2018,10:00 pm,LAL,113,SAC,108,Box Score,,17583,
02 24 2018,9:00 pm,DAL,90,UTA,97,Box Score,,18306,
02 25 2018,1:00 pm,DET,98,CHA,114,Box Score,,17894,
02 25 2018,3:30 pm,SAS,110,CLE,94,Box Score,,20562,
02 25 2018,8:00 pm,HOU,119,DEN,114,Box Score,,20044,
02 25 2018,3:00 pm,NOP,123,MIL,121,Box Score,OT,18717,
02 25 2018,8:00 pm,PHI,94,WAS,109,Box Score,,17180,
02 26 2018,7:30 pm,LAL,123,ATL,104,Box Score,,16328,
02 26 2018,7:30 pm,MEM,98,BOS,109,Box Score,,18624,
02 26 2018,7:30 pm,CHI,87,BKN,104,Box Score,,15081,
02 26 2018,8:30 pm,IND,103,DAL,109,Box Score,,19536,
02 26 2018,8:00 pm,PHX,116,NOP,125,Box Score,,14302,
02 26 2018,7:30 pm,GSW,125,NYK,111,Box Score,,19812,
02 26 2018,8:00 pm,ORL,105,OKC,112,Box Score,,18203,
02 26 2018,10:00 pm,MIN,118,SAC,100,Box Score,,17583,
02 26 2018,7:30 pm,DET,94,TOR,123,Box Score,,19800,
02 26 2018,9:00 pm,HOU,96,UTA,85,Box Score,,18306,
02 27 2018,7:00 pm,CHI,103,CHA,118,Box Score,,14521,
02 27 2018,7:00 pm,BKN,123,CLE,129,Box Score,,20562,
02 27 2018,10:30 pm,LAC,122,DEN,120,Box Score,,15004,
02 27 2018,7:30 pm,PHI,101,MIA,102,Box Score,,19600,
02 27 2018,8:00 pm,WAS,107,MIL,104,Box Score,,16093,
02 27 2018,10:00 pm,SAC,99,POR,116,Box Score,,19468,
02 28 2018,7:30 pm,IND,102,ATL,107,Box Score,,13316,
02 28 2018,7:30 pm,CHA,106,BOS,134,Box Score,,18624,
02 28 2018,8:30 pm,OKC,111,DAL,110,Box Score,OT,20202,
02 28 2018,7:00 pm,MIL,87,DET,110,Box Score,,16146,
02 28 2018,10:30 pm,HOU,105,LAC,92,Box Score,,19068,
02 28 2018,8:00 pm,PHX,110,MEM,102,Box Score,,13484,
02 28 2018,7:00 pm,TOR,117,ORL,104,Box Score,,17328,
02 28 2018,8:30 pm,NOP,121,SAS,116,Box Score,,18418,
02 28 2018,8:00 pm,GSW,109,WAS,101,Box Score,,20356,
03 1 2018,8:00 pm,PHI,108,CLE,97,Box Score,,20562,
03 1 2018,7:30 pm,LAL,131,MIA,113,Box Score,,19600,
03 1 2018,10:30 pm,MIN,99,POR,108,Box Score,,19533,
03 1 2018,10:00 pm,BKN,111,SAC,116,Box Score,OT,17583,
03 2 2018,7:30 pm,GSW,114,ATL,109,Box Score,,16728,
03 2 2018,8:00 pm,DAL,100,CHI,108,Box Score,,21017,
03 2 2018,10:30 pm,NYK,105,LAC,128,Box Score,,17190,
03 2 2018,8:00 pm,DEN,108,MEM,102,Box Score,,16421,
03 2 2018,8:00 pm,IND,103,MIL,96,Box Score,,17217,
03 2 2018,7:00 pm,DET,106,ORL,115,Box Score,OT,17223,
03 2 2018,7:00 pm,CHA,99,PHI,110,Box Score,,20487,
03 2 2018,9:00 pm,OKC,124,PHX,116,Box Score,,18055,
03 2 2018,10:30 pm,MIN,108,UTA,116,Box Score,,18306,
03 2 2018,8:00 pm,TOR,102,WAS,95,Box Score,,18631,
03 3 2018,7:30 pm,DEN,126,CLE,117,Box Score,,20562,
03 3 2018,8:30 pm,BOS,120,HOU,123,Box Score,,18476,
03 3 2018,7:30 pm,DET,96,MIA,105,Box Score,,19600,
03 3 2018,7:00 pm,MEM,100,ORL,107,Box Score,,17875,
03 3 2018,10:00 pm,OKC,100,POR,108,Box Score,,20063,
03 3 2018,10:00 pm,UTA,98,SAC,91,Box Score,,17583,
03 3 2018,9:00 pm,LAL,116,SAS,112,Box Score,,18557,
03 4 2018,3:30 pm,PHX,112,ATL,113,Box Score,,15166,
03 4 2018,7:00 pm,NOP,126,DAL,109,Box Score,,19798,
03 4 2018,9:00 pm,BKN,120,LAC,123,Box Score,,16384,
03 4 2018,8:00 pm,PHI,110,MIL,118,Box Score,,15587,
03 4 2018,9:00 pm,NYK,99,SAC,102,Box Score,,17583,
03 4 2018,6:00 pm,CHA,98,TOR,103,Box Score,,19800,
03 4 2018,6:00 pm,IND,98,WAS,95,Box Score,,16646,
03 5 2018,8:00 pm,BOS,105,CHI,89,Box Score,,21286,
03 5 2018,7:00 pm,DET,90,CLE,112,Box Score,,20562,
03 5 2018,7:00 pm,MIL,89,IND,92,Box Score,,15874,
03 5 2018,10:30 pm,POR,108,LAL,103,Box Score,,18997,
03 5 2018,7:30 pm,PHX,103,MIA,125,Box Score,,19600,
03 5 2018,8:30 pm,MEM,98,SAS,100,Box Score,,18418,
03 5 2018,9:00 pm,ORL,80,UTA,94,Box Score,,18306,
03 6 2018,7:00 pm,PHI,128,CHA,114,Box Score,,15600,
03 6 2018,8:30 pm,DEN,107,DAL,118,Box Score,,19504,
03 6 2018,10:30 pm,BKN,101,GSW,114,Box Score,,19596,
03 6 2018,10:30 pm,NOP,121,LAC,116,Box Score,,16412,
03 6 2018,8:00 pm,HOU,122,OKC,112,Box Score,,18203,
03 6 2018,10:00 pm,NYK,87,POR,111,Box Score,,19393,
03 6 2018,7:00 pm,ATL,90,TOR,106,Box Score,,19800,
03 6 2018,7:00 pm,MIA,113,WAS,117,Box Score,OT,16582,
03 7 2018,8:00 pm,MEM,110,CHI,119,Box Score,,20210,
03 7 2018,10:30 pm,CLE,113,DEN,108,Box Score,,20062,
03 7 2018,8:00 pm,TOR,121,DET,119,Box Score,OT,17769,
03 7 2018,7:00 pm,UTA,104,IND,84,Box Score,,16432,
03 7 2018,10:30 pm,ORL,107,LAL,108,Box Score,,18997,
03 7 2018,8:00 pm,HOU,110,MIL,99,Box Score,,17195,
03 7 2018,10:00 pm,NOP,114,SAC,101,Box Score,,17583,
03 8 2018,7:00 pm,BKN,125,CHA,111,Box Score,,14173,
03 8 2018,10:30 pm,SAS,107,GSW,110,Box Score,,19596,
03 8 2018,7:30 pm,PHI,99,MIA,108,Box Score,,19600,
03 8 2018,8:00 pm,BOS,117,MIN,109,Box Score,,18978,
03 8 2018,8:00 pm,PHX,87,OKC,115,Box Score,,18203,
03 9 2018,9:00 pm,LAL,116,DEN,125,Box Score,,19807,
03 9 2018,7:00 pm,CHI,83,DET,99,Box Score,,17406,
03 9 2018,7:00 pm,ATL,87,IND,112,Box Score,,17923,
03 9 2018,10:30 pm,CLE,102,LAC,116,Box Score,,19130,
03 9 2018,8:00 pm,UTA,95,MEM,78,Box Score,,15622,
03 9 2018,8:00 pm,NYK,112,MIL,120,Box Score,,18717,
03 9 2018,8:00 pm,WAS,116,NOP,97,Box Score,,18143,
03 9 2018,10:00 pm,GSW,108,POR,125,Box Score,,19487,
03 9 2018,10:00 pm,ORL,88,SAC,94,Box Score,,17583,
03 9 2018,7:30 pm,HOU,105,TOR,108,Box Score,,20131,
03 10 2018,5:00 pm,PHX,115,CHA,122,Box Score,,19336,
03 10 2018,8:30 pm,MEM,80,DAL,114,Box Score,,19579,
03 10 2018,10:30 pm,ORL,105,LAC,113,Box Score,,16561,
03 10 2018,7:30 pm,WAS,102,MIA,129,Box Score,,19689,
03 10 2018,8:30 pm,SAS,94,OKC,104,Box Score,,18203,
03 11 2018,3:30 pm,CHI,129,ATL,122,Box Score,,15266,
03 11 2018,7:30 pm,IND,99,BOS,97,Box Score,,18624,
03 11 2018,7:30 pm,PHI,120,BKN,97,Box Score,,16901,
03 11 2018,7:00 pm,HOU,105,DAL,82,Box Score,,20394,
03 11 2018,5:00 pm,SAC,104,DEN,130,Box Score,,19520,
03 11 2018,9:00 pm,CLE,113,LAL,127,Box Score,,18997,
03 11 2018,3:30 pm,GSW,103,MIN,109,Box Score,,18978,
03 11 2018,4:00 pm,UTA,116,NOP,99,Box Score,,18062,
03 11 2018,1:00 pm,TOR,132,NYK,106,Box Score,,19812,
03 12 2018,8:00 pm,SAS,93,HOU,109,Box Score,,18092,
03 12 2018,8:00 pm,MIL,121,MEM,103,Box Score,,14112,
03 12 2018,8:00 pm,SAC,101,OKC,106,Box Score,,18203,
03 12 2018,10:30 pm,MIA,99,POR,115,Box Score,,19786,
03 13 2018,7:30 pm,OKC,119,ATL,107,Box Score,,16739,
03 13 2018,7:30 pm,TOR,116,BKN,102,Box Score,,16654,
03 13 2018,8:00 pm,LAC,112,CHI,106,Box Score,,20912,
03 13 2018,10:30 pm,DEN,103,LAL,112,Box Score,,18997,
03 13 2018,8:00 pm,CHA,115,NOP,119,Box Score,,15507,
03 13 2018,7:30 pm,DAL,110,NYK,97,Box Score,,18597,
03 13 2018,7:00 pm,IND,101,PHI,98,Box Score,,20531,
03 13 2018,10:00 pm,CLE,129,PHX,107,Box Score,,18055,
03 13 2018,8:30 pm,ORL,72,SAS,108,Box Score,,18418,
03 13 2018,9:00 pm,DET,79,UTA,110,Box Score,,18306,
03 13 2018,7:00 pm,MIN,116,WAS,111,Box Score,,17078,
03 14 2018,8:00 pm,WAS,125,BOS,124,Box Score,2OT,18624,
03 14 2018,10:30 pm,LAL,106,GSW,117,Box Score,,19596,
03 14 2018,7:00 pm,MIL,117,ORL,126,Box Score,,17713,
03 14 2018,10:00 pm,MIA,119,SAC,123,Box Score,OT,17583,
03 15 2018,7:30 pm,CHA,129,ATL,117,Box Score,,14486,
03 15 2018,9:00 pm,DET,113,DEN,120,Box Score,,18697,
03 15 2018,8:00 pm,LAC,96,HOU,101,Box Score,,18055,
03 15 2018,7:00 pm,TOR,106,IND,99,Box Score,,17923,
03 15 2018,8:00 pm,CHI,111,MEM,110,Box Score,,16511,
03 15 2018,7:30 pm,PHI,118,NYK,110,Box Score,,18894,
03 15 2018,10:00 pm,CLE,105,POR,113,Box Score,,19806,
03 15 2018,8:30 pm,NOP,93,SAS,98,Box Score,,18418,
03 15 2018,9:00 pm,PHX,88,UTA,116,Box Score,,18306,
03 16 2018,10:30 pm,SAC,98,GSW,93,Box Score,,19596,
03 16 2018,10:30 pm,MIA,92,LAL,91,Box Score,,18997,
03 16 2018,8:00 pm,LAC,113,OKC,121,Box Score,,18203,
03 16 2018,7:00 pm,BOS,92,ORL,83,Box Score,,18981,
03 16 2018,7:00 pm,BKN,116,PHI,120,Box Score,,20666,
03 16 2018,7:30 pm,DAL,115,TOR,122,Box Score,OT,19800,
03 17 2018,7:30 pm,DAL,106,BKN,114,Box Score,,13877,
03 17 2018,8:00 pm,CLE,114,CHI,109,Box Score,,22983,
03 17 2018,8:00 pm,DEN,94,MEM,101,Box Score,,16501,
03 17 2018,6:00 pm,ATL,117,MIL,122,Box Score,,18717,
03 17 2018,7:00 pm,HOU,107,NOP,101,Box Score,,18495,
03 17 2018,7:30 pm,CHA,101,NYK,124,Box Score,,17760,
03 17 2018,10:00 pm,GSW,124,PHX,109,Box Score,,18055,
03 17 2018,10:00 pm,DET,87,POR,100,Box Score,,19727,
03 17 2018,8:30 pm,MIN,101,SAS,117,Box Score,,18418,
03 17 2018,9:00 pm,SAC,97,UTA,103,Box Score,,18306,
03 17 2018,7:00 pm,IND,102,WAS,109,Box Score,,18249,
03 18 2018,10:30 pm,POR,122,LAC,109,Box Score,,17776,
