Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
02 6 2017,9:00 pm,DAL,87,DEN,110,Box Score,,13047,
02 6 2017,7:30 pm,PHI,96,DET,113,Box Score,,14731,
02 6 2017,7:00 pm,OKC,90,IND,93,Box Score,,16123,
02 6 2017,9:30 pm,SAS,74,MEM,89,Box Score,,16708,
02 6 2017,8:00 pm,MIA,115,MIN,113,Box Score,,12502,
02 6 2017,8:00 pm,PHX,106,NOP,111,Box Score,,15888,
02 6 2017,7:00 pm,LAL,121,NYK,107,Box Score,,19812,
02 6 2017,10:30 pm,CHI,112,SAC,107,Box Score,,17608,
02 6 2017,7:30 pm,LAC,109,TOR,118,Box Score,,19800,
02 6 2017,7:00 pm,CLE,140,WAS,135,Box Score,OT,20356,
02 7 2017,7:00 pm,BKN,107,CHA,111,Box Score,,15322,
02 7 2017,8:30 pm,POR,114,DAL,113,Box Score,,19326,
02 7 2017,8:00 pm,ORL,104,HOU,128,Box Score,,15514,
02 8 2017,7:30 pm,DEN,106,ATL,117,Box Score,,14222,
02 8 2017,7:30 pm,WAS,114,BKN,110,Box Score,OT,13179,
02 8 2017,7:30 pm,LAL,102,DET,121,Box Score,,15121,
02 8 2017,10:30 pm,CHI,92,GSW,123,Box Score,,19596,
02 8 2017,7:00 pm,CLE,132,IND,117,Box Score,,17580,
02 8 2017,8:00 pm,PHX,91,MEM,110,Box Score,,16044,
02 8 2017,8:00 pm,MIA,106,MIL,88,Box Score,,14211,
02 8 2017,8:00 pm,TOR,109,MIN,112,Box Score,,13832,
02 8 2017,8:00 pm,UTA,127,NOP,94,Box Score,,14508,
02 8 2017,8:00 pm,LAC,119,NYK,115,Box Score,,19812,
02 8 2017,7:00 pm,SAS,111,PHI,103,Box Score,,19233,
02 8 2017,10:30 pm,BOS,92,SAC,108,Box Score,,17608,
02 9 2017,7:00 pm,HOU,107,CHA,95,Box Score,,16270,
02 9 2017,8:30 pm,UTA,105,DAL,112,Box Score,OT,19883,
02 9 2017,8:00 pm,CLE,109,OKC,118,Box Score,,18203,
02 9 2017,7:00 pm,PHI,112,ORL,111,Box Score,,17829,
02 9 2017,10:30 pm,BOS,120,POR,111,Box Score,,19393,
02 10 2017,7:30 pm,MIA,108,BKN,99,Box Score,,15382,
02 10 2017,7:30 pm,SAS,103,DET,92,Box Score,,17222,
02 10 2017,8:00 pm,GSW,122,MEM,107,Box Score,,18119,
02 10 2017,8:00 pm,LAL,122,MIL,114,Box Score,,16380,
02 10 2017,8:00 pm,NOP,122,MIN,106,Box Score,,16093,
02 10 2017,7:30 pm,DEN,131,NYK,123,Box Score,,19812,
02 10 2017,10:30 pm,CHI,97,PHX,115,Box Score,,18055,
02 10 2017,10:30 pm,ATL,107,SAC,108,Box Score,,17608,
02 10 2017,8:00 pm,IND,107,WAS,112,Box Score,,19503,
02 11 2017,5:00 pm,LAC,107,CHA,102,Box Score,,19483,
02 11 2017,7:30 pm,DEN,109,CLE,125,Box Score,,20562,
02 11 2017,9:00 pm,ORL,80,DAL,112,Box Score,,20052,
02 11 2017,9:00 pm,PHX,102,HOU,133,Box Score,,18055,
02 11 2017,7:00 pm,MIL,116,IND,100,Box Score,,17923,
02 11 2017,8:30 pm,GSW,130,OKC,114,Box Score,,18203,
02 11 2017,7:30 pm,MIA,109,PHI,117,Box Score,,20698,
02 11 2017,10:00 pm,BOS,112,UTA,104,Box Score,,19911,
02 12 2017,3:30 pm,CHI,89,MIN,117,Box Score,,19356,
02 12 2017,3:30 pm,SAS,90,NYK,94,Box Score,,19812,
02 12 2017,9:00 pm,NOP,99,SAC,105,Box Score,,17608,
02 12 2017,6:00 pm,DET,102,TOR,101,Box Score,,19800,
02 13 2017,7:30 pm,MEM,112,BKN,103,Box Score,,13597,
02 13 2017,7:00 pm,PHI,105,CHA,99,Box Score,,15775,
02 13 2017,8:30 pm,BOS,111,DAL,98,Box Score,,20159,
02 13 2017,9:00 pm,GSW,110,DEN,132,Box Score,,19941,
02 13 2017,7:00 pm,SAS,110,IND,106,Box Score,,15203,
02 13 2017,7:30 pm,ORL,116,MIA,107,Box Score,,19600,
02 13 2017,8:00 pm,DET,89,MIL,102,Box Score,,13397,
02 13 2017,9:00 pm,NOP,110,PHX,108,Box Score,,16321,
02 13 2017,10:30 pm,ATL,109,POR,104,Box Score,OT,19475,
02 13 2017,9:00 pm,LAC,88,UTA,72,Box Score,,19521,
02 13 2017,8:00 pm,OKC,98,WAS,120,Box Score,,20356,
02 14 2017,8:00 pm,TOR,94,CHI,105,Box Score,,21220,
02 14 2017,10:30 pm,SAC,97,LAL,96,Box Score,,19997,
02 14 2017,8:00 pm,CLE,116,MIN,108,Box Score,,17738,
02 15 2017,7:30 pm,PHI,108,BOS,116,Box Score,,18624,
02 15 2017,7:30 pm,MIL,129,BKN,125,Box Score,,16182,
02 15 2017,7:00 pm,IND,104,CLE,113,Box Score,,20562,
02 15 2017,9:00 pm,MIN,112,DEN,99,Box Score,,13924,
02 15 2017,7:30 pm,DAL,91,DET,98,Box Score,,13549,
02 15 2017,10:30 pm,SAC,86,GSW,109,Box Score,,19596,
02 15 2017,8:00 pm,MIA,117,HOU,109,Box Score,,16967,
02 15 2017,10:30 pm,ATL,84,LAC,99,Box Score,,19060,
02 15 2017,8:00 pm,NOP,95,MEM,91,Box Score,,16145,
02 15 2017,9:30 pm,NYK,105,OKC,116,Box Score,,18203,
02 15 2017,7:00 pm,SAS,107,ORL,79,Box Score,,17101,
02 15 2017,9:00 pm,LAL,101,PHX,137,Box Score,,18055,
02 15 2017,7:30 pm,CHA,85,TOR,90,Box Score,,19800,
02 15 2017,9:00 pm,POR,88,UTA,111,Box Score,,19590,
02 16 2017,8:00 pm,BOS,103,CHI,104,Box Score,,21866,
02 16 2017,7:00 pm,WAS,111,IND,98,Box Score,,17233,
02 23 2017,8:00 pm,NYK,104,CLE,119,Box Score,,20562,
02 23 2017,7:30 pm,CHA,108,DET,114,Box Score,OT,14913,
02 23 2017,10:30 pm,LAC,113,GSW,123,Box Score,,19596,
02 23 2017,8:00 pm,HOU,129,NOP,99,Box Score,,18470,
02 23 2017,7:00 pm,POR,112,ORL,103,Box Score,,17487,
02 23 2017,10:30 pm,DEN,100,SAC,116,Box Score,,17608,
02 24 2017,8:00 pm,MIA,108,ATL,90,Box Score,,18122,
02 24 2017,8:00 pm,PHX,121,CHI,128,Box Score,OT,21641,
02 24 2017,9:00 pm,BKN,109,DEN,129,Box Score,,17143,
02 24 2017,7:00 pm,MEM,92,IND,102,Box Score,,17923,
02 24 2017,10:30 pm,SAS,105,LAC,97,Box Score,,19060,
02 24 2017,8:00 pm,UTA,109,MIL,95,Box Score,,16064,
02 24 2017,8:00 pm,DAL,84,MIN,97,Box Score,,15948,
02 24 2017,8:00 pm,LAL,93,OKC,110,Box Score,,18203,
02 24 2017,7:00 pm,WAS,112,PHI,120,Box Score,,19277,
02 24 2017,8:00 pm,BOS,97,TOR,107,Box Score,,19800,
02 25 2017,8:30 pm,CHI,117,CLE,99,Box Score,,20562,
02 25 2017,8:30 pm,NOP,83,DAL,96,Box Score,,20411,
02 25 2017,10:30 pm,BKN,95,GSW,112,Box Score,,19596,
02 25 2017,9:00 pm,MIN,130,HOU,142,Box Score,,18055,
02 25 2017,8:00 pm,IND,95,MIA,113,Box Score,,19600,
02 25 2017,7:30 pm,PHI,109,NYK,110,Box Score,,19812,
02 25 2017,7:00 pm,ATL,86,ORL,105,Box Score,,18498,
02 25 2017,5:00 pm,CHA,99,SAC,85,Box Score,,17608,
02 26 2017,5:00 pm,MEM,105,DEN,98,Box Score,,18024,
02 26 2017,6:00 pm,BOS,104,DET,98,Box Score,,20141,
02 26 2017,9:30 pm,CHA,121,LAC,124,Box Score,OT,19060,
02 26 2017,3:30 pm,SAS,119,LAL,98,Box Score,,18997,
02 26 2017,3:30 pm,PHX,96,MIL,100,Box Score,,16051,
02 26 2017,7:00 pm,NOP,110,OKC,118,Box Score,,18203,
02 26 2017,6:00 pm,POR,106,TOR,112,Box Score,,19800,
02 26 2017,5:00 pm,UTA,102,WAS,92,Box Score,,19648,
02 27 2017,7:30 pm,ATL,114,BOS,98,Box Score,,18624,
02 27 2017,7:00 pm,MIL,95,CLE,102,Box Score,,20562,
02 27 2017,8:30 pm,MIA,89,DAL,96,Box Score,,19539,
02 27 2017,9:30 pm,IND,117,HOU,108,Box Score,,18055,
02 27 2017,7:00 pm,TOR,92,NYK,91,Box Score,,19812,
02 27 2017,7:00 pm,GSW,119,PHI,108,Box Score,,20585,
02 27 2017,10:30 pm,MIN,102,SAC,88,Box Score,,17608,
02 28 2017,8:00 pm,DEN,125,CHI,107,Box Score,,21015,
02 28 2017,7:30 pm,POR,113,DET,120,Box Score,OT,13502,
02 28 2017,10:30 pm,CHA,109,LAL,104,Box Score,,18997,
02 28 2017,8:00 pm,PHX,112,MEM,130,Box Score,,15871,
02 28 2017,8:00 pm,UTA,106,OKC,109,Box Score,,18203,
02 28 2017,7:00 pm,GSW,108,WAS,112,Box Score,,20356,
03 1 2017,7:30 pm,DAL,95,ATL,100,Box Score,,12483,
03 1 2017,8:00 pm,CLE,99,BOS,103,Box Score,,18624,
03 1 2017,10:30 pm,HOU,122,LAC,103,Box Score,,19060,
03 1 2017,7:30 pm,PHI,98,MIA,125,Box Score,,19609,
03 1 2017,8:00 pm,DEN,110,MIL,98,Box Score,,13214,
03 1 2017,8:00 pm,DET,86,NOP,109,Box Score,,14406,
03 1 2017,7:00 pm,NYK,101,ORL,90,Box Score,,16005,
03 1 2017,10:30 pm,BKN,109,SAC,100,Box Score,,17608,
03 1 2017,8:30 pm,IND,99,SAS,100,Box Score,,18418,
03 1 2017,7:30 pm,WAS,105,TOR,96,Box Score,,19800,
03 1 2017,9:00 pm,MIN,107,UTA,80,Box Score,,19127,
03 2 2017,8:00 pm,GSW,87,CHI,94,Box Score,,22253,
03 2 2017,9:00 pm,CHA,103,PHX,120,Box Score,,16572,
03 2 2017,10:30 pm,OKC,109,POR,114,Box Score,,19875,
03 3 2017,7:00 pm,CLE,135,ATL,130,Box Score,,18877,
03 3 2017,8:30 pm,MEM,100,DAL,104,Box Score,,19480,
03 3 2017,10:30 pm,BOS,115,LAL,95,Box Score,,18997,
03 3 2017,8:00 pm,LAC,101,MIL,112,Box Score,,16208,
03 3 2017,9:30 pm,SAS,101,NOP,98,Box Score,OT,17669,
03 3 2017,7:00 pm,MIA,99,ORL,110,Box Score,,17136,
03 3 2017,7:00 pm,NYK,102,PHI,105,Box Score,,18518,
03 3 2017,9:00 pm,OKC,111,PHX,118,Box Score,,18055,
03 3 2017,9:00 pm,BKN,97,UTA,112,Box Score,,19911,
03 3 2017,7:00 pm,TOR,114,WAS,106,Box Score,,20356,
03 4 2017,8:30 pm,LAC,101,CHI,91,Box Score,,22807,
03 4 2017,9:00 pm,CHA,112,DEN,102,Box Score,,14708,
03 4 2017,9:00 pm,MEM,108,HOU,123,Box Score,,18055,
03 4 2017,8:00 pm,CLE,92,MIA,120,Box Score,,19600,
03 4 2017,8:00 pm,TOR,94,MIL,101,Box Score,,16775,
03 4 2017,6:00 pm,DET,136,PHI,106,Box Score,,19523,
03 4 2017,10:00 pm,BKN,116,POR,130,Box Score,,19638,
03 4 2017,9:00 pm,MIN,90,SAS,97,Box Score,OT,18418,
03 5 2017,1:00 pm,IND,97,ATL,96,Box Score,,15366,
03 5 2017,8:30 pm,OKC,89,DAL,104,Box Score,,20232,
03 5 2017,9:30 pm,NOP,105,LAL,97,Box Score,,18997,
03 5 2017,3:30 pm,GSW,112,NYK,105,Box Score,,19812,
03 5 2017,5:00 pm,BOS,106,PHX,109,Box Score,,16790,
03 5 2017,6:00 pm,UTA,110,SAC,109,Box Score,OT,17608,
03 5 2017,5:00 pm,ORL,114,WAS,115,Box Score,,19195,
03 6 2017,7:30 pm,GSW,119,ATL,111,Box Score,,18890,
03 6 2017,8:00 pm,IND,88,CHA,100,Box Score,,16387,
03 6 2017,7:00 pm,MIA,106,CLE,98,Box Score,,20562,
03 6 2017,9:00 pm,SAC,96,DEN,108,Box Score,,11614,
03 6 2017,7:30 pm,CHI,95,DET,109,Box Score,,16039,
03 6 2017,10:30 pm,BOS,102,LAC,116,Box Score,,19283,
03 6 2017,8:00 pm,BKN,122,MEM,109,Box Score,,15505,
03 6 2017,7:00 pm,NYK,113,ORL,105,Box Score,,16046,
03 6 2017,7:00 pm,MIL,112,PHI,98,Box Score,,18351,
03 6 2017,8:30 pm,HOU,110,SAS,112,Box Score,,18418,
03 6 2017,9:00 pm,NOP,83,UTA,88,Box Score,,19649,
03 7 2017,8:30 pm,LAL,111,DAL,122,Box Score,,20484,
03 7 2017,8:00 pm,POR,126,OKC,121,Box Score,,18203,
03 7 2017,9:00 pm,WAS,131,PHX,127,Box Score,,16372,
03 8 2017,7:30 pm,BKN,105,ATL,110,Box Score,,11931,
03 8 2017,9:00 pm,WAS,123,DEN,113,Box Score,,12323,
03 8 2017,10:30 pm,BOS,99,GSW,86,Box Score,,19596,
03 8 2017,8:00 pm,UTA,115,HOU,108,Box Score,,16230,
03 8 2017,8:00 pm,DET,98,IND,115,Box Score,,14353,
03 8 2017,7:30 pm,CHA,101,MIA,108,Box Score,,19600,
03 8 2017,8:00 pm,NYK,93,MIL,104,Box Score,,13767,
03 8 2017,8:00 pm,LAC,91,MIN,107,Box Score,,14933,
03 8 2017,8:00 pm,TOR,94,NOP,87,Box Score,,14543,
03 8 2017,7:00 pm,CHI,91,ORL,98,Box Score,,16063,
03 8 2017,8:30 pm,SAC,104,SAS,114,Box Score,,18418,
03 9 2017,7:30 pm,CLE,101,DET,106,Box Score,,19421,
03 9 2017,8:00 pm,LAC,114,MEM,98,Box Score,,16642,
03 9 2017,8:00 pm,SAS,92,OKC,102,Box Score,,18203,
03 9 2017,10:30 pm,LAL,122,PHX,110,Box Score,,17552,
03 9 2017,10:00 pm,PHI,108,POR,114,Box Score,OT,19240,
03 10 2017,8:00 pm,TOR,99,ATL,105,Box Score,,16078,
03 10 2017,8:00 pm,HOU,115,CHI,94,Box Score,,21995,
03 10 2017,7:00 pm,ORL,81,CHA,121,Box Score,,17444,
03 10 2017,9:00 pm,BKN,96,DAL,105,Box Score,,20022,
03 10 2017,9:00 pm,BOS,99,DEN,119,Box Score,,17147,
03 10 2017,8:00 pm,IND,85,MIL,99,Box Score,,16177,
03 10 2017,8:00 pm,GSW,102,MIN,103,Box Score,,20412,
03 10 2017,10:30 pm,WAS,130,SAC,122,Box Score,OT,17608,
03 11 2017,7:00 pm,NOP,125,CHA,122,Box Score,OT,18196,
03 11 2017,9:00 pm,PHX,100,DAL,98,Box Score,,20324,
03 11 2017,5:00 pm,NYK,92,DET,112,Box Score,,19607,
03 11 2017,3:30 pm,PHI,100,LAC,112,Box Score,,19060,
03 11 2017,9:00 pm,ATL,107,MEM,90,Box Score,,17523,
03 11 2017,8:00 pm,TOR,89,MIA,104,Box Score,,19745,
03 11 2017,8:00 pm,MIN,95,MIL,102,Box Score,,18717,
03 11 2017,3:00 pm,UTA,104,OKC,112,Box Score,,18203,
03 11 2017,7:00 pm,CLE,116,ORL,104,Box Score,,18846,
03 11 2017,10:00 pm,WAS,125,POR,124,Box Score,OT,19482,
03 11 2017,10:30 pm,DEN,105,SAC,92,Box Score,,17608,
03 11 2017,8:30 pm,GSW,85,SAS,107,Box Score,,18418,
03 12 2017,3:30 pm,CHI,80,BOS,100,Box Score,,18624,
03 12 2017,6:00 pm,NYK,112,BKN,120,Box Score,,17732,
03 12 2017,9:00 pm,CLE,112,HOU,117,Box Score,,18055,
03 12 2017,6:00 pm,MIA,98,IND,102,Box Score,,17923,
03 12 2017,9:30 pm,PHI,118,LAL,116,Box Score,,18997,
03 12 2017,9:00 pm,POR,110,PHX,101,Box Score,,16664,
03 13 2017,7:00 pm,CHI,115,CHA,109,Box Score,,16489,
03 13 2017,10:30 pm,LAL,101,DEN,129,Box Score,,17344,
03 13 2017,8:00 pm,MIL,93,MEM,113,Box Score,,16770,
03 13 2017,8:00 pm,WAS,104,MIN,119,Box Score,,15747,
03 13 2017,10:30 pm,ORL,115,SAC,120,Box Score,,17608,
03 13 2017,8:00 pm,ATL,99,SAS,107,Box Score,,18418,
03 13 2017,7:30 pm,DAL,78,TOR,100,Box Score,,19800,
03 13 2017,9:00 pm,LAC,108,UTA,114,Box Score,,19911,
03 14 2017,7:30 pm,OKC,122,BKN,104,Box Score,,13911,
03 14 2017,7:00 pm,DET,96,CLE,128,Box Score,,20562,
03 14 2017,10:30 pm,PHI,104,GSW,106,Box Score,,19596,
03 14 2017,8:00 pm,POR,77,NOP,100,Box Score,,15530,
03 14 2017,7:30 pm,IND,81,NYK,87,Box Score,,18261,
03 15 2017,7:30 pm,MIN,104,BOS,117,Box Score,,18624,
03 15 2017,8:00 pm,MEM,98,CHI,91,Box Score,,21583,
03 15 2017,7:30 pm,UTA,97,DET,83,Box Score,,14033,
03 15 2017,8:00 pm,LAL,100,HOU,139,Box Score,,18055,
03 15 2017,7:00 pm,CHA,77,IND,98,Box Score,,14169,
03 15 2017,10:30 pm,MIL,97,LAC,96,Box Score,,19060,
03 15 2017,7:30 pm,NOP,112,MIA,120,Box Score,,19678,
03 15 2017,10:00 pm,SAC,107,PHX,101,Box Score,,17196,
03 15 2017,8:00 pm,POR,110,SAS,106,Box Score,,18418,
03 15 2017,7:00 pm,DAL,112,WAS,107,Box Score,,17844,
03 16 2017,7:30 pm,MEM,103,ATL,91,Box Score,,17063,
03 16 2017,7:00 pm,UTA,83,CLE,91,Box Score,,20562,
03 16 2017,9:00 pm,LAC,114,DEN,129,Box Score,,14179,
03 16 2017,10:30 pm,ORL,92,GSW,122,Box Score,,19596,
03 16 2017,7:30 pm,BKN,121,NYK,110,Box Score,,19812,
03 16 2017,7:00 pm,OKC,123,TOR,102,Box Score,,19800,
03 17 2017,7:30 pm,BOS,98,BKN,95,Box Score,,17732,
03 17 2017,7:30 pm,TOR,87,DET,75,Box Score,,16541,
03 17 2017,10:30 pm,MIL,107,LAL,103,Box Score,,18997,
03 17 2017,8:00 pm,MIN,105,MIA,123,Box Score,,19600,
03 17 2017,8:00 pm,HOU,112,NOP,128,Box Score,,17972,
03 17 2017,7:00 pm,DAL,74,PHI,116,Box Score,,17642,
03 17 2017,10:00 pm,ORL,109,PHX,103,Box Score,,16880,
03 17 2017,7:00 pm,CHI,107,WAS,112,Box Score,,20356,
03 18 2017,6:00 pm,POR,113,ATL,97,Box Score,,16543,
03 18 2017,9:00 pm,UTA,86,CHI,95,Box Score,,21953,
03 18 2017,7:00 pm,WAS,93,CHA,98,Box Score,,19361,
03 18 2017,9:30 pm,HOU,109,DEN,105,Box Score,,17512,
03 18 2017,10:30 pm,MIL,92,GSW,117,Box Score,,19596,
03 18 2017,8:30 pm,CLE,78,LAC,108,Box Score,,19379,
03 18 2017,9:00 pm,SAS,96,MEM,104,Box Score,,18119,
03 18 2017,3:00 pm,SAC,94,OKC,110,Box Score,,18203,
03 19 2017,12:00 pm,DAL,111,BKN,104,Box Score,,14045,
03 19 2017,4:30 pm,PHX,95,DET,112,Box Score,,19588,
03 19 2017,9:30 pm,CLE,125,LAL,120,Box Score,,18997,
03 19 2017,6:00 pm,POR,115,MIA,104,Box Score,,19600,
03 19 2017,6:00 pm,MIN,109,NOP,123,Box Score,,16111,
03 19 2017,1:00 pm,BOS,99,PHI,105,Box Score,,19446,
03 19 2017,7:00 pm,SAC,102,SAS,118,Box Score,,18418,
03 19 2017,6:00 pm,IND,91,TOR,116,Box Score,,19800,
03 20 2017,7:30 pm,WAS,102,BOS,110,Box Score,,18624,
03 20 2017,7:00 pm,ATL,90,CHA,105,Box Score,,14278,
03 20 2017,8:00 pm,DEN,124,HOU,125,Box Score,,16080,
03 20 2017,7:00 pm,UTA,100,IND,107,Box Score,,15458,
03 20 2017,10:30 pm,NYK,105,LAC,114,Box Score,,19060,
03 20 2017,8:00 pm,GSW,111,OKC,95,Box Score,,18203,
03 20 2017,7:00 pm,PHI,109,ORL,112,Box Score,OT,16236,
03 21 2017,7:30 pm,DET,96,BKN,98,Box Score,,14343,
03 21 2017,8:30 pm,GSW,112,DAL,87,Box Score,,20453,
03 21 2017,10:30 pm,LAC,133,LAL,109,Box Score,,18724,
03 21 2017,7:30 pm,PHX,97,MIA,112,Box Score,,19600,
03 21 2017,9:30 pm,SAS,100,MIN,93,Box Score,,13742,
03 21 2017,8:00 pm,MEM,82,NOP,95,Box Score,,15973,
03 21 2017,10:00 pm,MIL,93,POR,90,Box Score,,19525,
03 21 2017,7:00 pm,CHI,120,TOR,122,Box Score,OT,19800,
03 22 2017,7:30 pm,IND,100,BOS,109,Box Score,,18624,
03 22 2017,8:00 pm,DET,95,CHI,117,Box Score,,21503,
03 22 2017,9:00 pm,CLE,113,DEN,126,Box Score,,19718,
03 22 2017,8:00 pm,PHI,97,OKC,122,Box Score,,18203,
03 22 2017,7:00 pm,CHA,109,ORL,102,Box Score,,16034,
03 22 2017,10:30 pm,MIL,116,SAC,98,Box Score,,17608,
03 22 2017,10:30 pm,NYK,101,UTA,108,Box Score,,19911,
03 22 2017,8:00 pm,ATL,100,WAS,104,Box Score,,18137,
03 23 2017,7:30 pm,PHX,98,BKN,126,Box Score,,15141,
03 23 2017,8:30 pm,LAC,95,DAL,97,Box Score,,19703,
03 23 2017,7:30 pm,TOR,101,MIA,84,Box Score,,19745,
03 23 2017,10:00 pm,NYK,95,POR,110,Box Score,,19020,
03 23 2017,8:30 pm,MEM,90,SAS,97,Box Score,,18418,
03 24 2017,7:30 pm,PHX,120,BOS,130,Box Score,,18624,
03 24 2017,8:00 pm,PHI,117,CHI,107,Box Score,,21558,
03 24 2017,7:00 pm,CLE,112,CHA,105,Box Score,,19511,
03 24 2017,10:30 pm,SAC,100,GSW,114,Box Score,,19596,
03 24 2017,8:00 pm,NOP,107,HOU,117,Box Score,,18055,
03 24 2017,7:00 pm,DEN,125,IND,117,Box Score,,17923,
03 24 2017,10:30 pm,MIN,119,LAL,130,Box Score,OT,18997,
03 24 2017,8:00 pm,ATL,97,MIL,100,Box Score,,16786,
03 24 2017,7:00 pm,DET,87,ORL,115,Box Score,,18076,
03 24 2017,7:00 pm,BKN,108,WAS,129,Box Score,,19616,
03 25 2017,7:30 pm,WAS,127,CLE,115,Box Score,,20562,
03 25 2017,8:30 pm,TOR,94,DAL,86,Box Score,,19934,
03 25 2017,3:30 pm,UTA,95,LAC,108,Box Score,,19060,
03 25 2017,10:00 pm,MIN,100,POR,112,Box Score,,19580,
03 25 2017,8:30 pm,NYK,98,SAS,106,Box Score,,18418,
03 26 2017,1:00 pm,BKN,107,ATL,92,Box Score,,15921,
03 26 2017,6:00 pm,MIA,108,BOS,112,Box Score,,18624,
03 26 2017,1:00 pm,PHX,106,CHA,120,Box Score,,17292,
03 26 2017,8:00 pm,NOP,115,DEN,90,Box Score,,19850,
03 26 2017,8:00 pm,MEM,94,GSW,106,Box Score,,19596,
03 26 2017,3:30 pm,OKC,125,HOU,137,Box Score,,18055,
03 26 2017,6:00 pm,PHI,94,IND,107,Box Score,,16467,
03 26 2017,3:30 pm,SAC,98,LAC,97,Box Score,,19060,
03 26 2017,9:30 pm,POR,97,LAL,81,Box Score,,18698,
03 26 2017,3:30 pm,CHI,109,MIL,94,Box Score,,17669,
03 27 2017,8:30 pm,OKC,92,DAL,91,Box Score,,19970,
03 27 2017,7:30 pm,DET,95,NYK,109,Box Score,,19812,
03 27 2017,10:30 pm,MEM,90,SAC,91,Box Score,,17608,
03 27 2017,8:00 pm,CLE,74,SAS,103,Box Score,,18418,
03 27 2017,7:30 pm,ORL,112,TOR,131,Box Score,,19800,
03 27 2017,10:30 pm,NOP,100,UTA,108,Box Score,,18924,
03 28 2017,7:30 pm,PHX,91,ATL,95,Box Score,,13412,
03 28 2017,7:30 pm,PHI,106,BKN,101,Box Score,,15471,
03 28 2017,7:00 pm,MIL,118,CHA,108,Box Score,,16505,
03 28 2017,7:30 pm,MIA,97,DET,96,Box Score,,17160,
03 28 2017,8:00 pm,GSW,113,HOU,106,Box Score,,18055,
03 28 2017,7:00 pm,MIN,115,IND,114,Box Score,,17534,
03 28 2017,10:30 pm,WAS,119,LAL,108,Box Score,,18997,
03 28 2017,10:00 pm,DEN,113,POR,122,Box Score,,20003,
03 29 2017,7:30 pm,MIL,103,BOS,100,Box Score,,18624,
03 29 2017,10:30 pm,WAS,124,LAC,133,Box Score,,19060,
03 29 2017,8:00 pm,IND,97,MEM,110,Box Score,,16367,
03 29 2017,8:00 pm,DAL,118,NOP,121,Box Score,,16000,
03 29 2017,7:30 pm,MIA,105,NYK,88,Box Score,,19812,
03 29 2017,7:00 pm,OKC,114,ORL,106,Box Score,OT,18408,
03 29 2017,7:00 pm,ATL,99,PHI,92,Box Score,,15212,
03 29 2017,10:30 pm,UTA,112,SAC,82,Box Score,,17608,
03 29 2017,9:30 pm,GSW,110,SAS,98,Box Score,,18418,
03 29 2017,7:30 pm,CHA,110,TOR,106,Box Score,,19800,
03 30 2017,8:00 pm,CLE,93,CHI,99,Box Score,,22282,
03 30 2017,7:30 pm,BKN,89,DET,90,Box Score,,15804,
03 30 2017,8:00 pm,LAL,104,MIN,119,Box Score,,18179,
03 30 2017,10:00 pm,LAC,124,PHX,118,Box Score,,16736,
03 30 2017,10:30 pm,HOU,107,POR,117,Box Score,,20049,
03 31 2017,7:30 pm,ORL,116,BOS,117,Box Score,,18624,
03 31 2017,7:00 pm,DEN,114,CHA,122,Box Score,,18353,
03 31 2017,7:30 pm,PHI,105,CLE,122,Box Score,,20562,
03 31 2017,10:30 pm,HOU,98,GSW,107,Box Score,,19596,
03 31 2017,8:00 pm,DAL,90,MEM,99,Box Score,,17317,
03 31 2017,8:00 pm,NYK,98,MIA,94,Box Score,,19600,
03 31 2017,8:00 pm,DET,105,MIL,108,Box Score,OT,18717,
03 31 2017,8:00 pm,SAC,89,NOP,117,Box Score,,17304,
03 31 2017,8:00 pm,SAS,100,OKC,95,Box Score,,18203,
03 31 2017,7:00 pm,IND,100,TOR,111,Box Score,,19800,
03 31 2017,9:00 pm,WAS,88,UTA,95,Box Score,,19911,
04 1 2017,6:00 pm,ORL,111,BKN,121,Box Score,,15976,
04 1 2017,5:00 pm,ATL,104,CHI,106,Box Score,,22019,
04 1 2017,3:30 pm,LAL,104,LAC,115,Box Score,,19060,
04 1 2017,8:00 pm,SAC,123,MIN,117,Box Score,,18960,
04 1 2017,10:00 pm,PHX,117,POR,130,Box Score,,18915,
04 2 2017,6:00 pm,ATL,82,BKN,91,Box Score,,15040,
04 2 2017,6:00 pm,IND,130,CLE,135,Box Score,2OT,20562,
04 2 2017,8:00 pm,WAS,115,GSW,139,Box Score,,19596,
04 2 2017,3:30 pm,MEM,103,LAL,108,Box Score,,18997,
04 2 2017,6:00 pm,DEN,116,MIA,113,Box Score,,19600,
04 2 2017,3:30 pm,DAL,109,MIL,105,Box Score,,18717,
04 2 2017,6:00 pm,CHI,117,NOP,110,Box Score,,18306,
04 2 2017,1:00 pm,BOS,110,NYK,94,Box Score,,19812,
04 2 2017,3:00 pm,CHA,113,OKC,101,Box Score,,18203,
04 2 2017,9:00 pm,HOU,123,PHX,116,Box Score,,17378,
04 2 2017,3:30 pm,UTA,103,SAS,109,Box Score,,18418,
04 2 2017,6:00 pm,PHI,105,TOR,113,Box Score,,19800,
04 3 2017,7:00 pm,POR,109,MIN,110,Box Score,,14677,
04 4 2017,7:00 pm,ORL,102,CLE,122,Box Score,,20562,
04 4 2017,10:30 pm,MIN,107,GSW,121,Box Score,,19596,
04 4 2017,7:00 pm,TOR,90,IND,108,Box Score,,16524,
